text,sentiment,aspect
The app is repulsive!,Negative,App/Website
"support replied immediately, bad service.",Negative,Customer Service
the package arrived useless.,Negative,Delivery
"this product is exactly what i expected, absolutely pathetic.",Negative,Product Quality
My experience with the agent was bad!,Negative,Customer Service
"support replied immediately, brilliant service.",Positive,Customer Service
shipping was amazing.,Positive,Delivery
customer service was horrendous.,Negative,Customer Service
the support team is unremarkable.,Neutral,Customer Service
quality is so-so.,Neutral,Product Quality
"It is too expensive, unacceptable value.",Negative,Pricing
The app is trash.,Negative,App/Website
"support replied immediately, love service.",Positive,Customer Service
The product is garbage.,Negative,Product Quality
"it is too expensive, wonderful value.",Positive,Pricing
The price is amazing!,Positive,Pricing
the app is average.,Neutral,App/Website
"It took forever to arrive, abysmal shipping!",Negative,Delivery
"support replied immediately, horrible service.",Negative,Customer Service
I found the item to be fair!,Neutral,Product Quality
the build material is defective.,Negative,Product Quality
"This product is exactly what I expected, absolutely bad!",Negative,Product Quality
The support team is glorious.,Positive,Customer Service
Value for money is repulsive!,Negative,Pricing
Value for money is disappointing!,Negative,Pricing
customer service was unbearable.,Negative,Customer Service
Quality is amazing!,Positive,Product Quality
The build material is perfect!,Positive,Product Quality
"It took forever to arrive, hated shipping.",Negative,Delivery
the user interface is breathtaking.,Positive,App/Website
i found the item to be top-notch.,Positive,Product Quality
The support team is horrendous.,Negative,Customer Service
Navigation is passable!,Neutral,App/Website
My experience with the agent was inadequate!,Negative,Customer Service
Value for money is exquisite!,Positive,Pricing
"for the cost, this is cheap.",Negative,Pricing
Logistics and shipping speed were top-notch.,Positive,Delivery
"honestly, the product feels trash.",Negative,Product Quality
the build material is poor.,Negative,Product Quality
"Honestly, the product feels deplorable.",Negative,Product Quality
The product is atrocious.,Negative,Product Quality
"support replied immediately, middle-of-the-road service.",Neutral,Customer Service
I found the item to be acceptable!,Neutral,Product Quality
The app is decent!,Neutral,App/Website
Quality is wonderful.,Positive,Product Quality
customer service was lousy.,Negative,Customer Service
navigation is hated.,Negative,App/Website
The product is run-of-the-mill!,Neutral,Product Quality
the website is phenomenal.,Positive,App/Website
the product is exceptional.,Positive,Product Quality
The price is dreadful!,Negative,Pricing
"honestly, the product feels poor.",Negative,Product Quality
Customer service was pathetic!,Negative,Customer Service
Customer service was trash.,Negative,Customer Service
"It is too expensive, wonderful value!",Positive,Pricing
The app is disappointing.,Negative,App/Website
Customer service was useless!,Negative,Customer Service
Pricing is absolutely inadequate.,Negative,Pricing
The package arrived unremarkable!,Neutral,Delivery
Logistics and shipping speed were unacceptable.,Negative,Delivery
"it is too expensive, fine value.",Neutral,Pricing
"Support replied immediately, standard service.",Neutral,Customer Service
the package arrived splendid.,Positive,Delivery
"it took forever to arrive, defective shipping.",Negative,Delivery
navigation is good.,Positive,App/Website
value for money is run-of-the-mill.,Neutral,Pricing
Quality is run-of-the-mill.,Neutral,Product Quality
Navigation is run-of-the-mill!,Neutral,App/Website
"It took forever to arrive, brilliant shipping!",Positive,Delivery
"App keeps crashing, awful experience!",Negative,App/Website
Navigation is fine!,Neutral,App/Website
I found the item to be superb!,Positive,Product Quality
"Support replied immediately, mediocre service!",Neutral,Customer Service
The product is subpar.,Negative,Product Quality
"it took forever to arrive, unbeatable shipping.",Positive,Delivery
Navigation is inadequate.,Negative,App/Website
the user interface is mediocre.,Neutral,App/Website
the product is atrocious.,Negative,Product Quality
"They ignored my emails, disappointing support!",Negative,Customer Service
Navigation is splendid!,Positive,App/Website
"Honestly, the product feels magnificent.",Positive,Product Quality
the product is awful.,Negative,Product Quality
The package arrived disappointing.,Negative,Delivery
"For the cost, this is standard.",Neutral,Pricing
The user interface is subpar.,Negative,App/Website
"This product is exactly what I expected, absolutely unacceptable!",Negative,Product Quality
navigation is excellent.,Positive,App/Website
The user interface is garbage.,Negative,App/Website
Quality is exceptional.,Positive,Product Quality
the product is bad.,Negative,Product Quality
"It is too expensive, abysmal value!",Negative,Pricing
The build material is top-notch!,Positive,Product Quality
the package arrived tolerable.,Neutral,Delivery
"honestly, the product feels broken.",Negative,Product Quality
the app is first-rate.,Positive,App/Website
"honestly, the product feels amazing.",Positive,Product Quality
delivery was passable.,Neutral,Delivery
"Honestly, the product feels brilliant!",Positive,Product Quality
shipping was impressive.,Positive,Delivery
My experience with the agent was top-notch.,Positive,Customer Service
the app is disgusting.,Negative,App/Website
the build material is brilliant.,Positive,Product Quality
The build material is appalling!,Negative,Product Quality
The website is acceptable.,Neutral,App/Website
The product is outstanding!,Positive,Product Quality
The app is broken.,Negative,App/Website
Delivery was undistinguished!,Neutral,Delivery
Pricing is absolutely brilliant.,Positive,Pricing
The package arrived repulsive.,Negative,Delivery
pricing is absolutely broken.,Negative,Pricing
Logistics and shipping speed were brilliant.,Positive,Delivery
Logistics and shipping speed were superb.,Positive,Delivery
quality is loved.,Positive,Product Quality
Pricing is absolutely atrocious!,Negative,Pricing
value for money is garbage.,Negative,Pricing
The app is poor.,Negative,App/Website
the build material is unremarkable.,Neutral,Product Quality
Shipping was atrocious!,Negative,Delivery
Value for money is atrocious.,Negative,Pricing
"They ignored my emails, fair support.",Neutral,Customer Service
"it took forever to arrive, adequate shipping.",Neutral,Delivery
"App keeps crashing, stellar experience!",Positive,App/Website
"App keeps crashing, hate experience.",Negative,App/Website
The user interface is amazing.,Positive,App/Website
"Support replied immediately, lackluster service.",Neutral,Customer Service
Customer service was fair!,Neutral,Customer Service
pricing is absolutely hate.,Negative,Pricing
Value for money is unparalleled.,Positive,Pricing
"They ignored my emails, disgusting support!",Negative,Customer Service
customer service was breathtaking.,Positive,Customer Service
the product is subpar.,Negative,Product Quality
"app keeps crashing, inferior experience.",Negative,App/Website
"It took forever to arrive, useless shipping!",Negative,Delivery
The app is perfect.,Positive,App/Website
Delivery was hated.,Negative,Delivery
"They ignored my emails, unremarkable support.",Neutral,Customer Service
"This product is exactly what I expected, absolutely bland!",Neutral,Product Quality
The user interface is mediocre.,Neutral,App/Website
the build material is acceptable.,Neutral,Product Quality
Logistics and shipping speed were atrocious.,Negative,Delivery
Quality is superb!,Positive,Product Quality
The build material is marvelous.,Positive,Product Quality
"Support replied immediately, hate service.",Negative,Customer Service
"Support replied immediately, brilliant service.",Positive,Customer Service
Navigation is cheap!,Negative,App/Website
"It took forever to arrive, appalling shipping.",Negative,Delivery
"This product is exactly what I expected, absolutely brilliant.",Positive,Product Quality
The website is abysmal.,Negative,App/Website
"app keeps crashing, atrocious experience.",Negative,App/Website
"Honestly, the product feels tolerable!",Neutral,Product Quality
The app is unremarkable!,Neutral,App/Website
value for money is top-notch.,Positive,Pricing
"Honestly, the product feels broken!",Negative,Product Quality
Logistics and shipping speed were inferior.,Negative,Delivery
"it took forever to arrive, lousy shipping.",Negative,Delivery
Customer service was fine!,Neutral,Customer Service
the user interface is decent.,Neutral,App/Website
I found the item to be undistinguished!,Neutral,Product Quality
The app is fantastic.,Positive,App/Website
I found the item to be revolting!,Negative,Product Quality
navigation is amazing.,Positive,App/Website
Navigation is great!,Positive,App/Website
The price is abysmal!,Negative,Pricing
The support team is love!,Positive,Customer Service
Shipping was unremarkable.,Neutral,Delivery
Shipping was fine.,Neutral,Delivery
Customer service was broken!,Negative,Customer Service
the product is splendid.,Positive,Product Quality
delivery was hate.,Negative,Delivery
Navigation is awesome!,Positive,App/Website
the website is run-of-the-mill.,Neutral,App/Website
"App keeps crashing, exquisite experience!",Positive,App/Website
the app is superb.,Positive,App/Website
my experience with the agent was marvelous.,Positive,Customer Service
