text,sentiment,aspect
my experience with the agent was mediocre.,Neutral,Customer Service
The build material is fantastic!,Positive,Product Quality
The price is love.,Positive,Pricing
Delivery was poor!,Negative,Delivery
Value for money is impressive!,Positive,Pricing
Quality is okay.,Neutral,Product Quality
The user interface is amazing.,Positive,App/Website
"App keeps crashing, horrible experience.",Negative,App/Website
My experience with the agent was stellar.,Positive,Customer Service
Navigation is fair!,Neutral,App/Website
logistics and shipping speed were phenomenal.,Positive,Delivery
"For the cost, this is fantastic!",Positive,Pricing
"App keeps crashing, fine experience.",Neutral,App/Website
The app is dreadful!,Negative,App/Website
Customer service was fantastic!,Positive,Customer Service
i found the item to be terrible.,Negative,Product Quality
"They ignored my emails, stellar support!",Positive,Customer Service
Pricing is absolutely bad.,Negative,Pricing
"they ignored my emails, acceptable support.",Neutral,Customer Service
Customer service was great.,Positive,Customer Service
"Honestly, the product feels wonderful!",Positive,Product Quality
the package arrived wonderful.,Positive,Delivery
Customer service was great!,Positive,Customer Service
"It is too expensive, average value.",Neutral,Pricing
"Support replied immediately, decent service.",Neutral,Customer Service
Logistics and shipping speed were impressive!,Positive,Delivery
The package arrived terrible.,Negative,Delivery
"honestly, the product feels poor.",Negative,Product Quality
Shipping was trash!,Negative,Delivery
Customer service was terrible!,Negative,Customer Service
Value for money is phenomenal!,Positive,Pricing
I found the item to be impressive!,Positive,Product Quality
the build material is ok.,Neutral,Product Quality
The app is standard!,Neutral,App/Website
The support team is average.,Neutral,Customer Service
pricing is absolutely great.,Positive,Pricing
the product is good.,Positive,Product Quality
Value for money is amazing.,Positive,Pricing
"it took forever to arrive, awesome shipping.",Positive,Delivery
"They ignored my emails, standard support!",Neutral,Customer Service
"they ignored my emails, fantastic support.",Positive,Customer Service
"This product is exactly what I expected, absolutely fine!",Neutral,Product Quality
my experience with the agent was great.,Positive,Customer Service
My experience with the agent was dreadful!,Negative,Customer Service
The product is horrible!,Negative,Product Quality
I found the item to be cheap.,Negative,Product Quality
"App keeps crashing, poor experience.",Negative,App/Website
The website is broken.,Negative,App/Website
The support team is awful!,Negative,Customer Service
My experience with the agent was bad!,Negative,Customer Service
"They ignored my emails, terrible support!",Negative,Customer Service
the support team is outstanding.,Positive,Customer Service
Value for money is hate.,Negative,Pricing
navigation is dreadful.,Negative,App/Website
"This product is exactly what I expected, absolutely hated.",Negative,Product Quality
the website is average.,Neutral,App/Website
"Support replied immediately, mediocre service!",Neutral,Customer Service
"For the cost, this is awful!",Negative,Pricing
Navigation is poor!,Negative,App/Website
i found the item to be disappointing.,Negative,Product Quality
"They ignored my emails, awesome support.",Positive,Customer Service
"this product is exactly what i expected, absolutely ok.",Neutral,Product Quality
"This product is exactly what I expected, absolutely flawless.",Positive,Product Quality
The app is decent!,Neutral,App/Website
the app is outstanding.,Positive,App/Website
delivery was average.,Neutral,Delivery
The product is amazing!,Positive,Product Quality
Delivery was garbage.,Negative,Delivery
customer service was excellent.,Positive,Customer Service
The product is terrible!,Negative,Product Quality
my experience with the agent was flawless.,Positive,Customer Service
shipping was passable.,Neutral,Delivery
Quality is fantastic.,Positive,Product Quality
"Support replied immediately, awful service!",Negative,Customer Service
quality is phenomenal.,Positive,Product Quality
quality is flawless.,Positive,Product Quality
quality is passable.,Neutral,Product Quality
the app is fine.,Neutral,App/Website
navigation is perfect.,Positive,App/Website
The website is bad!,Negative,App/Website
Delivery was mediocre.,Neutral,Delivery
My experience with the agent was broken.,Negative,Customer Service
quality is good.,Positive,Product Quality
"support replied immediately, dreadful service.",Negative,Customer Service
Customer service was terrible.,Negative,Customer Service
The website is dreadful.,Negative,App/Website
"for the cost, this is passable.",Neutral,Pricing
The user interface is average!,Neutral,App/Website
Logistics and shipping speed were dreadful.,Negative,Delivery
The user interface is terrible.,Negative,App/Website
The package arrived excellent.,Positive,Delivery
"they ignored my emails, disappointing support.",Negative,Customer Service
The app is stellar!,Positive,App/Website
shipping was garbage.,Negative,Delivery
Delivery was wonderful.,Positive,Delivery
Shipping was broken.,Negative,Delivery
"Support replied immediately, garbage service!",Negative,Customer Service
Value for money is superb.,Positive,Pricing
The app is disappointing!,Negative,App/Website
My experience with the agent was useless!,Negative,Customer Service
"honestly, the product feels horrible.",Negative,Product Quality
i found the item to be fair.,Neutral,Product Quality
"This product is exactly what I expected, absolutely excellent.",Positive,Product Quality
"it took forever to arrive, good shipping.",Positive,Delivery
The website is cheap.,Negative,App/Website
Quality is garbage!,Negative,Product Quality
The user interface is ok!,Neutral,App/Website
"It took forever to arrive, impressive shipping!",Positive,Delivery
Customer service was passable.,Neutral,Customer Service
"They ignored my emails, broken support.",Negative,Customer Service
Shipping was broken!,Negative,Delivery
"honestly, the product feels terrible.",Negative,Product Quality
logistics and shipping speed were okay.,Neutral,Delivery
The package arrived decent!,Neutral,Delivery
"This product is exactly what I expected, absolutely terrible.",Negative,Product Quality
"It is too expensive, passable value.",Neutral,Pricing
"It took forever to arrive, standard shipping!",Neutral,Delivery
The product is poor!,Negative,Product Quality
"Honestly, the product feels flawless.",Positive,Product Quality
I found the item to be flawless!,Positive,Product Quality
Logistics and shipping speed were amazing.,Positive,Delivery
the app is perfect.,Positive,App/Website
the support team is stellar.,Positive,Customer Service
delivery was superb.,Positive,Delivery
Shipping was cheap.,Negative,Delivery
the support team is okay.,Neutral,Customer Service
Pricing is absolutely dreadful!,Negative,Pricing
"Support replied immediately, phenomenal service!",Positive,Customer Service
Pricing is absolutely hated.,Negative,Pricing
The user interface is trash.,Negative,App/Website
"App keeps crashing, standard experience.",Neutral,App/Website
The price is acceptable!,Neutral,Pricing
Delivery was poor.,Negative,Delivery
The user interface is impressive!,Positive,App/Website
The price is useless.,Negative,Pricing
The price is dreadful!,Negative,Pricing
"this product is exactly what i expected, absolutely great.",Positive,Product Quality
logistics and shipping speed were flawless.,Positive,Delivery
shipping was useless.,Negative,Delivery
"they ignored my emails, perfect support.",Positive,Customer Service
quality is mediocre.,Neutral,Product Quality
My experience with the agent was hate!,Negative,Customer Service
value for money is wonderful.,Positive,Pricing
The support team is flawless!,Positive,Customer Service
"This product is exactly what I expected, absolutely cheap!",Negative,Product Quality
the price is garbage.,Negative,Pricing
logistics and shipping speed were mediocre.,Neutral,Delivery
"They ignored my emails, useless support.",Negative,Customer Service
The support team is brilliant!,Positive,Customer Service
The build material is love.,Positive,Product Quality
navigation is passable.,Neutral,App/Website
"It is too expensive, wonderful value.",Positive,Pricing
Delivery was brilliant!,Positive,Delivery
"They ignored my emails, excellent support.",Positive,Customer Service
pricing is absolutely useless.,Negative,Pricing
Customer service was worst!,Negative,Customer Service
"It is too expensive, bad value.",Negative,Pricing
My experience with the agent was superb.,Positive,Customer Service
The app is good.,Positive,App/Website
My experience with the agent was standard!,Neutral,Customer Service
"for the cost, this is mediocre.",Neutral,Pricing
"This product is exactly what I expected, absolutely fantastic.",Positive,Product Quality
"Support replied immediately, wonderful service!",Positive,Customer Service
The support team is hate!,Negative,Customer Service
"Support replied immediately, dreadful service.",Negative,Customer Service
navigation is okay.,Neutral,App/Website
"It took forever to arrive, brilliant shipping.",Positive,Delivery
